Country,Year,Population,Taux d'épargne,Taux de croissance démographique,GDP (constant 2015 US$),Gross Fixed Capital Formation (constant 2015 US$),"Population ages 15-64, total",Gross Fixed Capital Formation (% GDP)
Australia,2008,21249199,21.8933397059517,2.00391140524272,1133349428616.57,305001478317.138,14345413,28.2116665493982
Australia,2009,21691653,23.9968094473505,2.06083316277243,1154798699180.01,309649553490.003,14641855,27.6018458255281
Australia,2010,22031750,21.779589193384,1.55570626204128,1180435002406.5,315100321599.184,14849809,27.0335852649882
Australia,2011,22340024,23.233863755159,1.38952731561803,1208849019421.68,326456474509.425,15016663,26.0235915460689
Australia,2012,22733465,24.2816686227821,1.74582000067359,1256196122893.84,364339213606.946,15223747,27.4093146172083
Australia,2013,23128129,23.8825387040325,1.721151439989,1288884775424.06,374888703129.413,15426531,27.844927797376
Australia,2014,23475686,23.5587570521884,1.49156648912847,1322334997273.41,367823946502.775,15599389,26.8750785483699
Australia,2015,23815995,22.6130541293527,1.43921665259925,1351296372254.31,354280736581.384,15765573,26.2178411676154
Australia,2016,24190907,20.6104635837291,1.56194049810399,1388583854795.63,341809548553.507,15956700,25.3836447487626
Australia,2017,24592588,21.6646108801241,1.64682779735017,1420237898460.73,341920059452.407,16174820,24.0704233766012
Australia,2018,24963258,21.504535529276,1.49599671041328,1461119016244.31,358845432273.643,16375200,24.4775236218442
Australia,2019,25334826,22.124677778459,1.47749071058438,1492847874023.89,354711530564.519,16567398,23.4161942650382
Australia,2020,25649248,23.4466601522295,1.23342825131378,1491062566266.52,346936063126.996,16698064,22.8121532268605
Australia,2021,25685412,25.4528244441424,0.14089508329287,1522541404227.63,360893523483.782,16651179,22.6389404273231
Australia,2022,26014399,25.0992677655241,1.27269881377618,1587133480804.53,386017878564.67,16828565,23.1836792143942
Australia,2023,26658948,23.9714937254941,2.4474661688131,1641762491418.85,395762028183.182,17217866,23.293397151251
Austria,1990,7677850,,0.762001611316115,239296977562.902,61122124277.6,5184521,25.7510314744543
Austria,1991,7754891,,0.998418103144403,247532687599.64,66207282590.8636,5231713,26.8420969072761
Austria,1992,7840709,,1.10055228652823,252714846186.879,66297949765.2597,5282884,26.4244117120192
Austria,1993,7905633,,0.824627940995206,254046171785.085,65486509731.7269,5318242,25.9038839903106
Austria,1994,7936118,,0.384869546678302,260148662438.995,68856322283.1332,5328494,26.5569027529532
Austria,1995,7948278,,0.153106260702748,267089385643.72,68988476363.5355,5328594,25.6814352868846
Austria,1996,7959017,,0.135019833748789,273007465269.592,71295172524.864,5334660,25.9792394170832
Austria,1997,7968041,,0.113316608322994,278865754355.301,71641106439.5191,5346033,25.5410735111136
Austria,1998,7976789,,0.109728368100981,288606201307.485,74041098211.2816,5360210,25.5828501885423
Austria,1999,7992324,,0.194563153264961,299463348574.799,75085403919.8117,5382164,25.0791471023159
Austria,2000,8011566,,0.240466652446524,309014799991.68,79212568860.8457,5409304,25.706049968312
Austria,2001,8042293,,0.382799394483217,313084486617.415,78414771397.816,5446203,24.9279130602684
Austria,2002,8081957,,0.49198046425522,317731815610.858,75925035566.3824,5489756,23.6230774906842
Austria,2003,8121423,,0.487133894826838,321358930858.678,78905329208.2511,5530330,24.1941212310447
