Country,Year,Population,Taux d'épargne,Taux de croissance démographique,GDP (constant 2015 US$),Gross Fixed Capital Formation (constant 2015 US$),"Population ages 15-64, total",Gross Fixed Capital Formation (% GDP)
Czechia,2001,10216605,28.1195698027886,-0.375719704335905,132391536317.902,36273053224.2492,7165376,31.0000794883727
Czechia,2002,10196916,26.188851754384,-0.192901617564167,134395228578.688,36835115849.3826,7186468,29.6344638830734
Czechia,2003,10193998,24.8890051828099,-0.028620590719166,138831395782.306,37633265226.8916,7217895,29.2515839879825
Czechia,2004,10197101,25.4485158126035,0.0304348483027166,145406922302.962,38982699364.8051,7247292,28.5804641980298
Czechia,2005,10211216,26.4306422639568,0.138325980046718,154676655561.766,41104328024.798,7273740,28.5248592592412
Czechia,2006,10238905,26.0804276912107,0.270795629232185,164921158026.322,43242380080.2886,7300466,28.1510781666578
Czechia,2007,10298828,27.6142652158985,0.583542205385113,173973393363.484,49007150932.4661,7336987,29.6665559482128
Czechia,2008,10384603,26.9013724387689,0.829412602993033,178518044738.046,49706539803.8518,7374049,28.9056718357901
Czechia,2009,10443936,23.0958640389012,0.569729451418061,169952170252.553,45066517363.6872,7375746,27.1841500644404
Czechia,2010,10474410,21.0809430111006,0.29136167418042,174565802530.616,45457013750.6987,7346579,26.5219620764145
Czechia,2011,10496088,21.1066352237421,0.206747667335417,177659773362.468,45823718156.4104,7295754,26.098348006461
Czechia,2012,10510785,22.6335507356647,0.139925655740972,176290606026.729,44031877879.9736,7225163,25.3751105408769
Czechia,2013,10514272,22.8515812454994,0.0331699460503076,176216894679.608,43383958859.6982,7148839,24.7753723844816
Czechia,2014,10525347,23.9188494747839,0.105277581527518,180173337872.859,44611940240.8659,7083356,24.7408229025596
Czechia,2015,10546059,25.6145402041401,0.196588748472653,189107698561.919,48556166471.8736,7026788,25.6764620589865
Czechia,2016,10566332,24.5587116303609,0.192048415842684,193988322699.324,47570064088.6224,6969569,24.3093476604522
Czechia,2017,10594438,25.1686650342836,0.265642663548985,204024435225.367,48937681304.9444,6918187,23.7274064051355
Czechia,2018,10629928,24.686143146311,0.334427262299794,209798950840.998,53312436038.4166,6876667,24.8456610600914
Czechia,2019,10671870,24.3357751753505,0.393788864202175,217279912678.49,57306005833.6298,6844943,25.7720455320028
Czechia,2020,10697858,24.0880410107643,0.243222682211879,205753475034.301,54559590304.3854,6814879,25.5353602874792
Czechia,2021,10505772,24.3444820833917,-1.81187141002542,214043320209.36,58242104741.0946,6660022,26.2369575229222
Czechia,2022,10672118,23.2422724353456,1.5709725672011,220137498815.997,61917580568.1183,6780422,27.6877651111963
Czechia,2023,10864042,25.1144799897049,1.78238907045946,219949654880.837,63470621271.4061,6929136,27.3007473725011
Denmark,1990,5140939,22.5832074988408,0.162456320242469,202073829809.271,34791196410.6227,3462553,20.4180565114236
Denmark,1991,5154298,21.5839615919182,0.259518212115074,205020430066.543,34004264437.1638,3476947,19.5783194383695
Denmark,1992,5171370,22.012339032,0.330671401713551,209167606402.311,33891688710.5683,3488926,18.6888849635419
Denmark,1993,5188628,21.9684281149926,0.333166395661953,209002572309.562,32968962644.9929,3500462,18.0637772571533
Denmark,1994,5206180,21.6615671729992,0.337707376243322,220068623440.602,35216653253.5571,3511175,18.3043146723041
Denmark,1995,5233373,22.7997127918242,0.520962181078711,226754355589.978,38897305590.3001,3525949,19.4560070015007
Denmark,1996,5263074,22.8921893536354,0.565926341934592,233320596340.296,40965324566.9124,3540462,19.5896914546946
Denmark,1997,5284991,23.7971166149828,0.415564969331455,240713316133.714,45098970394.2642,3548113,20.7948183691866
Denmark,1998,5304219,23.4151042709116,0.363162523600756,246313036662.653,48124183660.4947,3553256,21.5345615753645
Denmark,1999,5321799,24.2459273662506,0.330886246186545,253621896644.373,48009977263.2798,3556911,20.8924153475453
Denmark,2000,5339616,24.8942309674757,0.334233618829261,263066798839.571,51864360602.7416,3560588,21.4595866119596
Denmark,2001,5358783,25.8518486664949,0.358315678955486,265566018347.455,51698532949.6579,3565640,21.2637917919829
Denmark,2002,5375931,25.168802611259,0.319487125340996,266778406866.579,50459237993.7268,3570270,20.5871139257349
Denmark,2003,5390574,25.158175307205,0.272010444031566,267955142394.956,51419320551.641,3573708,20.6976456717052
Denmark,2004,5404523,25.7533871859524,0.258432282052875,275394519939.124,53259366989.6228,3578007,20.6579399200817
Denmark,2005,5419432,26.223190845444,0.275481733409308,281892753356.482,56504800606.2761,3584505,21.1723797337583
Denmark,2006,5437272,27.4573230643779,0.328645158919929,292651155607.73,64175047578.1797,3593207,23.2747647050451
Denmark,2007,5461438,26.5408660609665,0.443466054321374,295540131107.448,64622299609.971,3605340,23.4983863063468
Denmark,2008,5493621,26.8908923030539,0.587547590258978,294307201429.912,63081522179.496,3620199,22.9393877468768
Denmark,2009,5523095,22.6201156895121,0.535079062079429,279666951279.328,54709912790.0794,3629102,20.1024313779465
Denmark,2010,5547683,24.2219767931456,0.444197154509531,284093791119.24,51245724657.8086,3630980,17.9939144621449
Denmark,2011,5570572,25.3354214450752,0.411737855195019,287817703270.261,51769863158.5971,3628621,18.1475309529928
Denmark,2012,5591572,25.2820267612672,0.376272242619955,287802068095.364,53701741575.7505,3625314,18.7986435638088
Denmark,2013,5614932,26.731771086216,0.416901360752097,291810211144.337,54676152066.9161,3628209,18.8065381186482
Denmark,2014,5643475,28.5475277460707,0.507053283010163,295539545041.068,57453279257.9595,3638617,19.334256991948
Denmark,2015,5683483,28.4990301142502,0.706423849687002,301758922337.637,59757055661.0304,3659047,19.8029126025869
Denmark,2016,5728010,28.7665043505098,0.780392644135167,311032111245.335,64525226922.0791,3682112,20.9848820610106
Denmark,2017,5764980,29.2794276364168,0.643350903737356,320538736946.88,67377544660.894,3698112,21.2303828701723
Denmark,2018,5793636,28.8372724830266,0.495838925879129,326500781458.764,70089207657.6428,3708367,21.7629454283236
Denmark,2019,5814422,29.3308036363949,0.358130915892652,332088518914.51,69522124448.0103,3712914,21.3534089903591
Denmark,2020,5831404,29.9881913199068,0.291641177476633,326176991303.13,72512111750.8107,3714181,22.1844244807288
Denmark,2021,5856733,32.2777391238455,0.433414489409722,350255593023.122,79595968765.3433,3723590,22.5247698396368
Denmark,2022,5903037,36.3526346682359,0.787502464739957,355650135472.963,81813885031.7499,3752146,22.8143333225406
Denmark,2023,5946952,32.6597045990344,0.741185515720057,364524261928.203,76388492570.8725,3778269,22.5710527819709
Estonia,1990,1569174,,0.0664901906843683,14658007987.3353,,1037621,
Estonia,1991,1561314,,-0.502159185195728,13485390274.2879,,1031496,
Estonia,1992,1533091,,-1.82418155532121,10630714368.8022,,1011454,
Estonia,1993,1494128,19.9773018040642,-2.57431997803655,10020458824.8803,1300828417.38125,984215,24.3601362525639
Estonia,1994,1462514,16.5402366301585,-2.13858863504971,9855880341.85316,1420960925.61367,962572,27.0528199746425
Estonia,1995,1436634,19.0395676912415,-1.78539953576165,10302024682.7477,1500314397.06406,945131,26.5046102966203
Estonia,1996,1415594,20.3771867678423,-1.47536463752721,10811255595.132,1795839812.55938,931738,27.0301388326535
Estonia,1997,1399535,19.0544753484514,-1.14091924023266,12222125501.0055,2217602276.21133,922618,28.5961825514181
Estonia,1998,1386156,21.7257377215143,-0.960559004588775,12752545890.575,2725833517.48125,917427,31.3368027133393
Estonia,1999,1390244,21.1778470724019,0.294482275915173,12698343966.8422,2336776165.30625,929101,25.9049931087952
Estonia,2000,1396985,23.7709564067745,0.483707161729931,13979306555.9168,2668095576.16602,941227,26.6871960393056
Estonia,2001,1388115,23.1447331879737,-0.63696312445507,14801394584.6609,3015423039.01172,937812,27.4503342036995
Estonia,2002,1379350,21.9493138550131,-0.633433796423808,15827575290.6098,3726274633.88047,933907,30.5528178409929
Estonia,2003,1370720,21.9231926722633,-0.627622448059203,17029885620.3809,4387149330.10391,930167,32.7509545585868
Estonia,2004,1362550,22.2419474586789,-0.597820510395586,18188036227.5922,4628793471.0918,926549,31.7144972621122
Estonia,2005,1354775,24.2500374205425,-0.572255524659659,19920093472.6082,5342843791.62422,922211,32.8564369726627
Estonia,2006,1346810,24.5884454657494,-0.589655559840225,21864806615.3187,6558936490.52266,915312,36.7942378998764
Estonia,2007,1340680,24.3484978013959,-0.456188535090031,23520173219.8219,7234991542.11562,908643,36.3905723897513
Estonia,2008,1337090,23.435445332396,-0.268133719541207,22314690792.6965,6286770759.42656,904816,31.129010654241
Estonia,2009,1334515,23.7495667679197,-0.192768077420229,19050002368.6512,3948325886.73281,901221,22.6771447061682
Estonia,2010,1331475,23.3553362858611,-0.22805796852935,19516679023.6285,3861300133.64375,896398,21.2332633688528
Estonia,2011,1327439,26.3947830998057,-0.303582823643979,21001308236.9578,5236053175.90156,889325,26.3556426267409
Estonia,2012,1322696,26.2546765452171,-0.357944411443807,21772480719.1512,5861359107.87734,880199,28.4404236317146
Estonia,2013,1317997,25.7590817333901,-0.355891802625531,22154913169.8562,5948904112.99922,870706,27.5327683520592
Estonia,2014,1314545,25.8474582593589,-0.262256175097854,22891073863.273,5790011881.4457,861726,25.3427695160167
Estonia,2015,1315407,24.5651407354592,0.0655525295417938,23311847750.9394,5606905640.56718,856289,24.0517427038414
Estonia,2016,1315790,23.9188833040872,0.0291122255540077,24032886893.1699,5893446220.67422,850825,23.9449043102923
Estonia,2017,1317384,26.1880439815039,0.121070631466687,25387061799.8453,6709187835.68398,846512,25.4039470690204
Estonia,2018,1321977,26.4323994483888,0.348039137980543,26326305513.7363,7415246334.86523,845545,26.5760517476199
Estonia,2019,1326898,26.5580733060463,0.371554389037477,27307395615.8101,7872139305.17304,844816,26.6153386918257
Estonia,2020,1329522,25.6643485218334,0.197559185177642,26519902198.9957,9282660823.99883,842406,31.1753648845812
Estonia,2021,1330932,27.2491644591325,0.105996956310127,28417254674.457,9311560306.26094,840945,28.713562078621
Estonia,2022,1348840,24.5689918734199,1.33655151148286,28434426605.4652,8553400191.24883,851614,25.7845410088493
Estonia,2023,1370286,23.381514836491,1.57745133607335,27574843698.0953,9191610867.65547,864892,27.9270982440271
Finland,1990,4986431,26.6782365803803,0.443382073914297,156033016834.375,43185570241.7969,3355776,29.6776746844906
Finland,1991,5013740,19.394295883219,0.546172018187903,146857345228.906,35881646882.8125,3369922,25.8706982844914
Finland,1992,5041992,16.977044775535,0.561909850746084,141994350229.297,30947643058.2031,3384988,22.2253673955606
Finland,1993,5066447,17.6972143521856,0.483854088858285,140887056364.453,27073224044.1406,3396198,19.1718257212942
Finland,1994,5088333,20.6727092683981,0.431048902829755,146472344255.859,27302893212.5,3403877,18.6737418087947
Finland,1995,5107790,23.8056173726487,0.381655333457214,152674521314.453,30725740480.0781,3409669,19.2973368273508
Finland,1996,5124573,23.3188834158439,0.328037913627481,158266466283.203,33800200700.0,3416570,20.524235857105
Finland,1997,5139835,26.4415693772305,0.297377330426395,168391880923.047,37479345445.3125,3427042,21.3697591275144
Finland,1998,5153498,27.6802927747829,0.265472962436301,177576428631.641,41479139416.0156,3441612,22.2177014223912
Finland,1999,5165474,29.1809694891565,0.232116249119004,185370756688.281,43359763765.625,3455434,22.4489313410252
Finland,2000,5176209,31.2860160479363,0.2076065154133,196036504105.859,46055880089.8437,3464427,23.0668836977402
Finland,2001,5188008,31.9766545211623,0.227687341886374,201212381740.625,46868043525.7812,3471851,22.8776112797605
Finland,2002,5200598,30.9416140087799,0.242381050233372,204607491185.937,45484480951.1719,3478429,21.6087308003234
Finland,2003,5213014,28.0456593691927,0.238457240068217,208723784010.156,46755982723.8281,3483679,21.7883649498398
Finland,2004,5228172,29.6087983678019,0.290350361518584,217083963641.016,48935066041.0156,3488846,22.2601596310972
Finland,2005,5246096,28.6196827827072,0.342248594286999,223113056688.672,50526107526.1719,3499375,22.9209429997692
Finland,2006,5266268,28.6656474731945,0.383777136305104,232081249383.594,51211786492.5781,3507356,22.7685828498042
Finland,2007,5288720,29.949201601365,0.425429832100631,244411266137.109,56485301261.7187,3518924,24.1971784303348
Finland,2008,5313399,28.2352988981074,0.465549284507694,246328504412.109,56843673925.3906,3536941,24.4953745888094
Finland,2009,5338871,23.783488466211,0.478246393482911,226434938283.203,50005745980.4687,3547931,22.9565025999395
Finland,2010,5363352,24.0757630835934,0.457494535465831,233609048633.984,52315751818.75,3549654,22.8209857186136
Finland,2011,5388272,23.1093864635676,0.463558707499131,239193227012.5,53673795596.875,3539660,22.9086033745668
Finland,2012,5413971,21.6813273120409,0.475809486683209,235550696192.578,53291013649.6094,3524902,23.3149347732785
Finland,2013,5438972,20.701370754821,0.460723772785295,233242909380.078,51018731249.6094,3508376,22.3315331429947
Finland,2014,5461512,21.0572489555873,0.413560207519414,232127848925.0,49868166382.0312,3491652,21.7167423672002
Finland,2015,5479531,21.4071498799561,0.329383885818507,233210733506.25,49953598874.6094,3475882,21.4199398645048
Finland,2016,5495303,22.1883695851758,0.287421401687637,239208760192.969,54546982241.7968,3463591,23.0524251681601
Finland,2017,5508214,24.2432706785955,0.234670531705453,247110711000.0,57269726875.3906,3451187,23.6891760789654
Finland,2018,5515525,24.7335370452384,0.132641040791912,250058686750.391,59786102111.3281,3437018,24.5932601711908
Finland,2019,5521606,25.0816110619298,0.110191690491055,253433824963.672,59164774892.5781,3426847,24.4207984303071
Finland,2020,5529543,26.3363001716021,0.143641197212847,247120696616.016,58494629106.6406,3419966,24.6561782162302
Finland,2021,5541017,25.8389007629784,0.207288594407348,253878739632.812,59489862169.5312,3417184,24.4094804714509
Finland,2022,5556106,25.6123077422429,0.271944526506117,257560103403.906,61049837293.75,3419799,24.9316108280351
Finland,2023,5583911,22.0914413454981,0.499192375381062,254562199573.437,55544434330.4687,3433386,23.1571052246451
France,1990,58261012,24.4240884996616,0.547228307056949,1630899061497.0,376114667950.845,38381939,23.380842142933
France,1991,58554242,23.9449093776992,0.502041652701803,1651067777946.68,374185936231.811,38479049,23.1542814081211
France,1992,58846584,23.3295128169065,0.498024782624795,1676098974581.98,366351791086.065,38590906,21.928086301218
France,1993,59103094,21.8574222479333,0.43494888453875,1670081815454.98,345537990527.623,38708514,20.4658265941959
France,1994,59324863,21.9049491535718,0.374521801846337,1709890902753.87,350318320159.803,38812730,20.1350361018155
France,1995,59541294,22.2644640287678,0.364159563395629,1749300344619.07,355023067554.849,38925506,19.7468961999087
France,1996,59754504,22.1397808414186,0.357448008376034,1773739467452.5,356163915308.531,39049382,19.4613166260042
France,1997,59968066,22.9269971171652,0.356761847855923,1818562957208.6,356942298515.0,39174737,18.9622191489104
France,1998,60190684,24.0564628597889,0.37054023067343,1881350559081.67,379589620162.793,39284010,19.3445588173251
France,1999,60501986,24.6346686169191,0.515860143523548,1945303460153.52,408453145331.143,39425511,20.1747054792753
France,2000,60918661,23.9537654494193,0.686335719566776,2025858476369.78,435479705482.13,39636853,20.8814379037151
France,2001,61364377,24.2181787718148,0.7289939490983,2064338989662.44,444517024158.676,39891979,20.8602882389306
France,2002,61812142,23.0742820400457,0.727033002641047,2086380974391.26,440271309984.305,40175561,20.3363313536887
France,2003,62249855,22.4647522179653,0.705638836747311,2106573536491.98,450653676714.488,40480266,20.4989506339345
France,2004,62707588,22.8057255201216,0.732625502527391,2166995343999.61,466890095300.652,40790586,20.8372793779546
France,2005,63180854,22.5603724856177,0.751885116821619,2207920477001.03,480743239145.775,41105162,21.2552645424979
France,2006,63622342,23.0906581080572,0.696338574828463,2267844863251.48,501771679410.961,41418236,21.8977868505057
France,2007,64016890,23.6120644240239,0.618225682593305,2325232266173.56,529176468068.31,41672765,22.5857089020594
France,2008,64375116,23.2750465826869,0.558020613148126,2334072134826.58,535559497947.101,41838852,22.9330135074895
France,2009,64706436,20.7409080351771,0.513351013325229,2268145065263.81,486133350405.566,41950509,21.4495235712121
France,2010,65026211,20.794804921561,0.492976371032656,2313515331848.51,494703701734.758,42063238,21.4821676799635
France,2011,65340830,21.6296114264942,0.482667411007127,2369909039492.57,505096717569.666,42080334,21.6992927837053
France,2012,65657659,21.0318540578025,0.483714919435185,2374265768198.23,503827252862.677,42009216,21.6559249264002
France,2013,65997932,20.8530625233337,0.516915013016667,2392826743884.24,501069402131.711,41991986,21.2695637926893
France,2014,66312067,20.8135742656414,0.474847846171767,2416703157283.96,499083148826.375,41953031,20.9583861621479
France,2015,66548272,21.5291766759439,0.355569240058298,2442483452642.5,502171414715.195,41861133,20.5598696757557
France,2016,66724104,21.3638866150615,0.263868788565368,2463489569508.32,516025915494.584,41790756,20.9212601092418
France,2017,66918020,22.099186232095,0.29020211635109,2514819204022.09,535110174073.733,41755557,21.4204336075644
France,2018,67158348,22.293646251093,0.358494581816163,2556210832827.89,553850863110.197,41758655,21.8753900672966
France,2019,67382061,22.8774638050187,0.332559129027963,2608036639287.32,576614587083.884,41764187,22.4160955392444
France,2020,67601110,19.5283641954174,0.324557781035362,2413981867221.76,543003094555.348,41786545,22.4362308511816
France,2021,67842811,22.2822654765554,0.356902332389048,2580120255345.61,595860974343.689,41861755,23.4832287343303
France,2022,68065015,20.6410323280329,0.326992498564887,2646451031159.26,595576284431.084,41922083,23.6504301555112
France,2023,68287487,20.5872501527241,0.326319200823468,2671234714330.38,597897130210.306,41973641,23.0930871306132
Germany,1990,79433029,24.4791208932934,0.861969448764933,2362949197161.71,515884002138.796,54845248,24.3721756628296
Germany,1991,80013896,24.0879174621407,0.728605546561364,2483654820949.25,543321751095.587,55081480,24.8395021393432
Germany,1992,80624598,23.6755125809113,0.760346946721127,2533680205307.88,565054616656.978,55414133,25.0085093193129
Germany,1993,81156363,22.5812922583573,0.657391218087626,2509019802333.05,540956271831.8,55680261,23.9617262453481
Germany,1994,81438348,22.7276221858746,0.346856648630233,2574193723450.54,560323658129.405,55747142,24.0247113741961
Germany,1995,81678051,23.1426655112655,0.293904443716697,2612945784475.61,559214832027.259,55828044,23.4646539609354
Germany,1996,81914831,22.6161160285684,0.289474899455448,2640072232962.63,556701515718.361,55953020,22.9329136765255
Germany,1997,82034771,22.7690928016404,0.146313281561803,2689040748598.27,559584440727.974,56006824,22.5726166390468
Germany,1998,82047195,23.1383670936082,0.0151436508552808,2745407383018.29,582130447206.16,55985323,22.700871775346
Germany,1999,82100243,21.7357938364594,0.0646345779052372,2803887763760.38,607115856463.495,55921441,22.8334713369664
Germany,2000,82211508,21.4681620998493,0.135431600393084,2884562510841.22,619756404794.352,55809834,22.8829484518656
Germany,2001,82349925,21.5485010053763,0.168225361337335,2931769559373.65,603567627582.2,55721421,21.5433631059471
Germany,2002,82488495,20.9700422864675,0.168128319406931,2925076028983.88,566902650174.938,55656966,19.8867030080599
Germany,2003,82534176,19.7937533230538,0.0553633035873241,2909575203020.53,557736407210.014,55519404,19.2638822568625
Germany,2004,82516260,22.2041355017179,-0.021709727650009,2943395181897.32,555223080915.5,55269541,18.8314639081743
Germany,2005,82469422,21.7626684678767,-0.0567782618352031,2969464751675.73,560175811098.677,54964326,18.7644203275559
Germany,2006,82376451,24.0161770151218,-0.112797497644931,3083959477633.35,602384887950.306,54610222,19.4624059220668
Germany,2007,82266372,25.7803835275977,-0.133718572600486,3173089212221.55,624191678136.574,54315128,19.7151702055684
Germany,2008,82110097,24.7862320628965,-0.190142844695674,3201977117826.16,634023223863.668,54085629,19.9599564424948
Germany,2009,81902307,21.820911083607,-0.253383410163402,3024422218182.65,572742433695.145,53827193,18.8314020369799
Germany,2010,81776930,23.2537333198972,-0.153198446937304,3149837977159.83,605415661100.16,53759044,19.1802940299534
Germany,2011,80274983,25.5380185703092,-1.8537146287573,3268207907666.64,650507674056.531,52900807,20.0015648825792
Germany,2012,80425823,24.6551122224942,0.187727800567293,3283708733629.98,649103173864.163,53058157,19.9584699219392
Germany,2013,80645605,24.5039745675432,0.272900214681538,3296391223767.13,641637117386.471,53189381,19.5716846628163
Germany,2014,80982500,25.338353267041,0.416877359168292,3367906396055.51,664700569610.483,53336851,19.7779355949577
Germany,2015,81686611,25.9269192971715,0.865702643950251,3423568450957.03,676380138869.922,53697948,19.7565828917732
Germany,2016,82348669,26.319556289065,0.807218538573871,3502129441730.16,702030842013.324,53970091,20.0382026901452
Germany,2017,82657002,26.4870288002618,0.373724559895838,3597248136065.74,720585087394.135,53933149,20.1460173936015
Germany,2018,82905782,27.4042565392873,0.300526701992065,3637409365003.91,746605399238.253,53878496,20.8351184595163
Germany,2019,83092962,27.4718648512144,0.22551987421288,3673343090202.78,761759272754.111,53768633,21.1666591227991
Germany,2020,83160871,26.9435819794531,0.0816931586494595,3522914640155.8,739213266275.925,53550233,21.3494819719273
Germany,2021,83196078,28.1892124535469,0.0423270572552137,3652205602572.65,743944234789.115,53251922,21.1944370399787
Germany,2022,83797985,25.6783913415747,0.720875455989295,3702230996916.9,742465799986.254,53319453,21.7067668222113
Germany,2023,83280000,26.5876976056825,-0.620053754616789,3692366831510.82,733521319800.83,52711564,21.4996834346741
Greece,1990,10196792,23.6004857254676,1.05780801198192,157426167819.385,31132809664.5195,6827490,26.0396039118894
Greece,1991,10319927,26.14279492661,1.20035253672646,162306379130.518,32455755111.8625,6913886,25.4252437850636
Greece,1992,10399061,24.9778180999761,0.76388272245526,163442523659.057,31324141833.9691,6968313,24.0030936575419
Greece,1993,10460415,24.0790068994613,0.588261919240559,160827442827.831,30073061755.5777,7012359,22.8334881362765
Greece,1994,10512922,24.7768743492394,0.500703437870186,164043991706.578,29145776371.6219,7051438,21.0129577300315
Greece,1995,10562153,23.3776531707952,0.467197289199787,167488456723.317,30349698823.623,7092061,20.9666910176002
Greece,1996,10608800,23.1171653047638,0.44067053086068,169803934679.174,33200613276.8289,7131857,22.1084202126939
Greece,1997,10661259,23.989240672575,0.493267144825827,175921772115.387,34222293798.4933,7173462,21.5899391374926
Greece,1998,10720509,,0.554211902922578,181968090350.671,40347802406.832,7215577,24.5135902861657
Greece,1999,10761698,19.6691407703525,0.383471311618576,186806232261.53,43177936793.1094,7238785,25.3860319397874
Greece,2000,10805808,22.1344262142855,0.409041838238246,194535951163.524,45245467465.2476,7256308,25.9373547837658
Greece,2001,10862132,21.3364425841283,0.51988446396193,203582678509.383,47024066556.9996,7277444,25.5981996968449
Greece,2002,10902022,19.5722623634575,0.366566462148184,213116734983.165,45864201752.3722,7287387,23.875854552048
Greece,2003,10928070,20.6304300666629,0.238643175320258,225470734967.324,51255575637.8324,7294428,24.8780068243839
Greece,2004,10955141,19.8346410064034,0.247413542822812,237596249633.379,55158353801.3793,7307143,25.0449225325719
Greece,2005,10987314,17.8584770691949,0.293249074052818,240408215746.072,48529565707.8015,7325957,21.3568870584015
Greece,2006,11020362,18.1030238455537,0.30033180096664,255898673311.456,57602415425.1574,7348610,24.0565849914051
Greece,2007,11048473,15.1898780267261,0.254757581935775,264872707591.747,64463209321.2421,7369494,25.5308773380251
Greece,2008,11077841,12.8449496737126,0.265457836726293,265024939417.418,59750159441.2363,7383804,23.2806962442851
Greece,2009,11107017,8.70550489352877,0.263026401346927,254107830744.956,51825962900.748,7384284,20.438446980754
Greece,2010,11121341,7.96710718893519,0.128880432668041,239639588486.45,40320133374.3656,7363315,16.8200572069043
Greece,2011,11104899,4.7996451977027,-0.147951277402184,215970915842.321,30139782313.2555,7312033,13.8655955400985
Greece,2012,11045011,9.46817684096009,-0.540752950543684,197978089531.731,24461957718.2324,7227890,12.2795312839599
Greece,2013,10965211,11.8148105352747,-0.725120806658085,193479795857.322,22171639076.6824,7132678,11.5362301011246
Greece,2014,10892413,11.8755919743115,-0.666113290031891,195012591244.259,21676473459.2125,7049097,11.233781428641
Greece,2015,10820883,11.3115181573327,-0.658861360878339,194567373678.099,21715847852.675,6972557,11.1610941969144
Greece,2016,10775971,10.3726731013034,-0.415913028277122,194505510567.857,22273634377.6918,6914252,11.3684708155605
Greece,2017,10754679,9.4606525120089,-0.197783224759792,197370819841.305,23980780839.2875,6874783,12.0492834143889
Greece,2018,10732882,9.13331870877316,-0.202880238259165,201445880947.483,22885481918.3043,6840585,11.3310526081969
Greece,2019,10721582,9.0648428985485,-0.105339392724138,206033167541.336,22696298875.3238,6816454,10.97046317576
Greece,2020,10698599,4.59724991068175,-0.214592106571664,187085880547.56,23076118423.1715,6786793,12.2998658740322
Greece,2021,10569207,8.22525102064795,-1.21680248998544,203277224063.029,28075471447.5258,6673223,13.7915466530779
Greece,2022,10436882,8.57503341213877,-1.25988945727074,214952754695.546,32669083374.3687,6567260,14.93474716422
Greece,2023,10405588,10.5866337740486,-0.300290930163656,219965719224.042,34813049499.055,6548256,15.1654549262849
Hungary,1990,10373988,,-1.03311729690015,89359792060.7738,,6884699,
Hungary,1991,10373400,19.2312886304069,-0.00566818338922841,78733089074.8481,13193516350.5858,6920442,22.7380864707302
Hungary,1992,10369341,15.9787704507867,-0.0391365832684134,76320565233.1898,12845276851.0646,6949492,21.5857222076032
Hungary,1993,10357523,11.8782870750749,-0.114035594392761,75880875956.0739,13106172647.2931,6969615,20.5114864323381
Hungary,1994,10343355,15.6968378591911,-0.13688310430324,78117202649.1726,14740549456.2931,6981461,21.8629501611054
Hungary,1995,10328965,19.3348440215345,-0.139220003601429,79280778283.9448,14105175731.4312,6985555,21.7757337766597
Hungary,1996,10311238,20.7515942299167,-0.171771608629025,79346116187.6974,14752436612.2811,6986412,22.874869863057
Hungary,1997,10290486,21.5032979008876,-0.201458936335808,81840061575.3627,16036576481.4334,6985940,23.2474848775717
Hungary,1998,10266570,21.3454109449829,-0.232679336866497,85031827660.5837,17863828949.3704,6979022,24.1490084381438
Hungary,1999,10237530,18.7096480198693,-0.283260610485194,87643177933.1084,19291686431.0454,6970828,25.0810609040772
Hungary,2000,10210971,19.2514346029452,-0.259764908288633,91568886542.0243,20447291310.5349,6969304,25.5024072256698
Hungary,2001,10187576,19.7735955584845,-0.229379183308447,95299483590.3448,20999446895.7246,6973985,24.8523901368297
Hungary,2002,10158608,18.5437114414915,-0.28475137719698,99817905184.6813,22612868176.8144,6969961,24.7144134869968
Hungary,2003,10129552,15.7857168720188,-0.286433268128688,103884735932.983,22874047953.6037,6960643,23.6251824423938
Hungary,2004,10107146,16.6964654893555,-0.221439378654807,109083772922.95,24689142867.3713,6956615,24.0404775751693
Hungary,2005,10087065,16.5738495329984,-0.198878843237103,113768132959.824,25581788728.4867,6951085,23.8339327441342
Hungary,2006,10071370,18.0811684122122,-0.155716484651578,118257499574.879,25770728432.9607,6946707,23.4922321493962
Hungary,2007,10055780,16.7646857431722,-0.154915158060948,118585513679.933,26957382331.0929,6937037,23.6926430211168
Hungary,2008,10038188,17.7734224368589,-0.17509736747488,119776044677.938,27276707866.0736,6920269,23.3440810006802
Hungary,2009,10022650,19.794322204664,-0.154908813950621,111873380290.514,24788619297.7903,6900712,22.6396580552545
Hungary,2010,10000023,20.785447344996,-0.226013875689698,113077422068.682,22442121844.0389,6880082,20.0694609256007
Hungary,2011,9971727,21.0032800814391,-0.283360435946948,115188393760.125,22150089946.5691,6853791,19.5372960076462
Hungary,2012,9920362,21.1328684515223,-0.516437606548041,113748278485.318,21487857660.6732,6798572,19.1496970803263
Hungary,2013,9893082,24.5552400294921,-0.27536875707442,115798616344.321,23593470147.584,6750567,20.7961589756003
Hungary,2014,9866468,24.6238784599079,-0.269378767165116,120699456740.623,26466565831.0437,6694431,22.0098079217717
Hungary,2015,9843028,25.3919920522116,-0.237855001984657,125174166987.372,27753877547.3674,6639404,22.1722087035477
Hungary,2016,9814023,25.7731969872369,-0.295110604845478,127929252772.234,24814591928.9735,6580323,19.4948024211895
Hungary,2017,9787966,24.7224594658578,-0.265860932255517,133394359768.376,29697321292.7246,6527073,22.1480046331031
Hungary,2018,9775564,26.7926898935142,-0.126786951652838,140547430034.099,34527611359.2224,6483569,24.7309141439856
Hungary,2019,9771141,27.4721518334074,-0.0452557101106228,147383974295.866,38940971780.9421,6434048,27.0027069365651
